Juridiction,Policy_Text,Initiative_Résumé,Année
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].","The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI.",
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].",The following resources have been issued for policy guidance:,
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.",A pro-innovation approach to AI regulation.,
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.",Algorithmic Transparency Recording  Standard Hub.,
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.","AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.",
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.",Guide to using AI in the public sector by the,
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.",The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.,
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.",The Centre for Data Ethics and Innovation's AI Governance research report.,
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.",Guidance on the AI auditing framework from the Information Commissioner's Office.,
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.",ICO and Alan Turing Institute's Explaining  decisions made with AI.,
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.","The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems.",
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.","In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration.",2024.0
U.K.,"The U.K. government proposed a context-based, proportionate approach to regulation and will rely on existing sectoral laws to impose guardrails on AI systems. In July 2024, during the King's speech, the government affirmed its intention
to regulate AI, although no firm legislation had been introduced under the new administration. Currently, the U.K. relies on existing sectoral laws to impose guardrails on AI system. The following resources are available for policy guidance:
•  A pro-innovation approach to AI regulation.
•  Algorithmic Transparency Recording  Standard Hub.
•  AI Standards Hub, a new U.K. initiative dedicated to the evolving and international field of standardization for AI technologies.
•  Guide to using AI in the public sector by the
U.K. government.
•  The Government Digital Service and the Office for AI's guide on understanding AI ethics and safety.
•  The Centre for Data Ethics and Innovation's AI Governance research report.
•  Guidance on the AI auditing framework from the Information Commissioner's Office.
•  ICO and Alan Turing Institute's Explaining  decisions made with AI.","The following resources are available for policy guidance:
U.K. government.",
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]",Maintaining American Leadership in AI,
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]",Promoting the Use of Trustworthy AI in the Federal Government,
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]","The Safe, Secure, and Trustworthy Development and Use of AI",
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]",AI Training Act  [IN FORCE],
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]","National AI Initiative Act (Division E, Sec. 5001)",
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]","The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination.",
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]","In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements.",2023.0
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]","The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N.",
↓,"The U.S. has been active in providing guidance to government organizations and private businesses while introducing legislation to target specific issues, such as deepfakes or discrimination. In October 2023, President Joe Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence,  which put forth guidelines for AI use in federal agencies, including accountability and transparency requirements. This has mirrored efforts in Congress to promote and control the use of AI domestically.
The U.S. has been active in many of the multilateral agreements on AI as well, for example by signing onto the Council of Europe's Framework Convention and promoting rulemaking at the U.N. At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.
While not an exhaustive list, the following federal laws and policies could place a compliance or regulatory burden on private businesses:
•  Executive orders:
-  Maintaining American Leadership in AI
-  Promoting the Use of Trustworthy AI in the Federal Government
-  The Safe, Secure, and Trustworthy Development and Use of AI
•  Acts and bills:
-  AI Training Act  [IN FORCE]
-  National AI Initiative Act (Division E, Sec. 5001)
[IN FORCE]","At the state level, several bills have been passed, such as the Colorado AI Act, and several bills that regulate AI in specific sectors, such as House Bill 3733 in Illinois.",
"U.S. (FEDERAL), CONTINUED","-  AI in Government Act (Division U, Sec. 101)
[IN FORCE]
-  AI CONSENT Act [DRAFT]
-  AI Transparency in Elections Act [DRAFT]
-  Algorithmic Accountability Act [DRAFT]
-  Content Origin Protection and Integrity from Edited and Deepfaked Media Act [DRAFT]
-  Digital Platform Commission Act [DRAFT]
-  NO FAKES Act of 2024 [DRAFT]
-  Protect Elections from Deceptive AI Act [DRAFT]
-  Protecting Consumers from Deceptive AI Act
[DRAFT]
•  Nonbinding frameworks:
-  Blueprint for an AI Bill of Rights
-  National Institute of Standards and Technology AI Risk Management Framework
-  Guidance for Regulation of AI Applications
•  Government initiatives:
-  Voluntary Commitments from Leading AI  Companies to Manage the Risks Posed by AI
-  TTC Joint Roadmap on Evaluation and  Measurement Tools for Trustworthy AI and  Risk Management
-  Congressional AI effort of Sen. Charles E. Schumer, D-N.Y.
-  National Security Commission on AI
-  Bipartisan legislative framework for AI announced by U.S. Sens. Richard Blumenthal, D-Conn., and Josh Hawley, R-Mo.","AI in Government Act (Division U, Sec. 101)",
"U.S. (FEDERAL), CONTINUED","-  AI in Government Act (Division U, Sec. 101)
[IN FORCE]
-  AI CONSENT Act [DRAFT]
-  AI Transparency in Elections Act [DRAFT]
-  Algorithmic Accountability Act [DRAFT]
-  Content Origin Protection and Integrity from Edited and Deepfaked Media Act [DRAFT]
-  Digital Platform Commission Act [DRAFT]
-  NO FAKES Act of 2024 [DRAFT]
-  Protect Elections from Deceptive AI Act [DRAFT]
-  Protecting Consumers from Deceptive AI Act
[DRAFT]
•  Nonbinding frameworks:
-  Blueprint for an AI Bill of Rights
-  National Institute of Standards and Technology AI Risk Management Framework
-  Guidance for Regulation of AI Applications
•  Government initiatives:
-  Voluntary Commitments from Leading AI  Companies to Manage the Risks Posed by AI
-  TTC Joint Roadmap on Evaluation and  Measurement Tools for Trustworthy AI and  Risk Management
-  Congressional AI effort of Sen. Charles E. Schumer, D-N.Y.
-  National Security Commission on AI
-  Bipartisan legislative framework for AI announced by U.S. Sens. Richard Blumenthal, D-Conn., and Josh Hawley, R-Mo.",AI CONSENT Act [DRAFT],
"U.S. (FEDERAL), CONTINUED","-  AI in Government Act (Division U, Sec. 101)
[IN FORCE]
-  AI CONSENT Act [DRAFT]
-  AI Transparency in Elections Act [DRAFT]
-  Algorithmic Accountability Act [DRAFT]
-  Content Origin Protection and Integrity from Edited and Deepfaked Media Act [DRAFT]
-  Digital Platform Commission Act [DRAFT]
-  NO FAKES Act of 2024 [DRAFT]
-  Protect Elections from Deceptive AI Act [DRAFT]
-  Protecting Consumers from Deceptive AI Act
[DRAFT]
•  Nonbinding frameworks:
-  Blueprint for an AI Bill of Rights
-  National Institute of Standards and Technology AI Risk Management Framework
-  Guidance for Regulation of AI Applications
•  Government initiatives:
-  Voluntary Commitments from Leading AI  Companies to Manage the Risks Posed by AI
-  TTC Joint Roadmap on Evaluation and  Measurement Tools for Trustworthy AI and  Risk Management
-  Congressional AI effort of Sen. Charles E. Schumer, D-N.Y.
-  National Security Commission on AI
-  Bipartisan legislative framework for AI announced by U.S. Sens. Richard Blumenthal, D-Conn., and Josh Hawley, R-Mo.",AI Transparency in Elections Act [DRAFT],
"U.S. (FEDERAL), CONTINUED","-  AI in Government Act (Division U, Sec. 101)
[IN FORCE]
-  AI CONSENT Act [DRAFT]
-  AI Transparency in Elections Act [DRAFT]
-  Algorithmic Accountability Act [DRAFT]
-  Content Origin Protection and Integrity from Edited and Deepfaked Media Act [DRAFT]
-  Digital Platform Commission Act [DRAFT]
-  NO FAKES Act of 2024 [DRAFT]
-  Protect Elections from Deceptive AI Act [DRAFT]
-  Protecting Consumers from Deceptive AI Act
[DRAFT]
•  Nonbinding frameworks:
-  Blueprint for an AI Bill of Rights
-  National Institute of Standards and Technology AI Risk Management Framework
-  Guidance for Regulation of AI Applications
•  Government initiatives:
-  Voluntary Commitments from Leading AI  Companies to Manage the Risks Posed by AI
-  TTC Joint Roadmap on Evaluation and  Measurement Tools for Trustworthy AI and  Risk Management
-  Congressional AI effort of Sen. Charles E. Schumer, D-N.Y.
-  National Security Commission on AI
-  Bipartisan legislative framework for AI announced by U.S. Sens. Richard Blumenthal, D-Conn., and Josh Hawley, R-Mo.",Algorithmic Accountability Act [DRAFT],
"U.S. (FEDERAL), CONTINUED","-  AI in Government Act (Division U, Sec. 101)
[IN FORCE]
-  AI CONSENT Act [DRAFT]
-  AI Transparency in Elections Act [DRAFT]
-  Algorithmic Accountability Act [DRAFT]
-  Content Origin Protection and Integrity from Edited and Deepfaked Media Act [DRAFT]
-  Digital Platform Commission Act [DRAFT]
-  NO FAKES Act of 2024 [DRAFT]
-  Protect Elections from Deceptive AI Act [DRAFT]
-  Protecting Consumers from Deceptive AI Act
[DRAFT]
•  Nonbinding frameworks:
-  Blueprint for an AI Bill of Rights
-  National Institute of Standards and Technology AI Risk Management Framework
-  Guidance for Regulation of AI Applications
•  Government initiatives:
-  Voluntary Commitments from Leading AI  Companies to Manage the Risks Posed by AI
-  TTC Joint Roadmap on Evaluation and  Measurement Tools for Trustworthy AI and  Risk Management
-  Congressional AI effort of Sen. Charles E. Schumer, D-N.Y.
-  National Security Commission on AI
-  Bipartisan legislative framework for AI announced by U.S. Sens. Richard Blumenthal, D-Conn., and Josh Hawley, R-Mo.",Content Origin Protection and Integrity from Edited and Deepfaked Media Act [DRAFT],
"U.S. (FEDERAL), CONTINUED","-  AI in Government Act (Division U, Sec. 101)
[IN FORCE]
-  AI CONSENT Act [DRAFT]
-  AI Transparency in Elections Act [DRAFT]
-  Algorithmic Accountability Act [DRAFT]
-  Content Origin Protection and Integrity from Edited and Deepfaked Media Act [DRAFT]
-  Digital Platform Commission Act [DRAFT]
-  NO FAKES Act of 2024 [DRAFT]
-  Protect Elections from Deceptive AI Act [DRAFT]
-  Protecting Consumers from Deceptive AI Act
[DRAFT]
•  Nonbinding frameworks:
-  Blueprint for an AI Bill of Rights
-  National Institute of Standards and Technology AI Risk Management Framework
-  Guidance for Regulation of AI Applications
•  Government initiatives:
-  Voluntary Commitments from Leading AI  Companies to Manage the Risks Posed by AI
-  TTC Joint Roadmap on Evaluation and  Measurement Tools for Trustworthy AI and  Risk Management
-  Congressional AI effort of Sen. Charles E. Schumer, D-N.Y.
-  National Security Commission on AI
-  Bipartisan legislative framework for AI announced by U.S. Sens. Richard Blumenthal, D-Conn., and Josh Hawley, R-Mo.",Digital Platform Commission Act [DRAFT],
"U.S. (FEDERAL), CONTINUED","-  AI in Government Act (Division U, Sec. 101)
[IN FORCE]
-  AI CONSENT Act [DRAFT]
-  AI Transparency in Elections Act [DRAFT]
-  Algorithmic Accountability Act [DRAFT]
-  Content Origin Protection and Integrity from Edited and Deepfaked Media Act [DRAFT]
-  Digital Platform Commission Act [DRAFT]
-  NO FAKES Act of 2024 [DRAFT]
-  Protect Elections from Deceptive AI Act [DRAFT]
-  Protecting Consumers from Deceptive AI Act
[DRAFT]
•  Nonbinding frameworks:
-  Blueprint for an AI Bill of Rights
-  National Institute of Standards and Technology AI Risk Management Framework
-  Guidance for Regulation of AI Applications
•  Government initiatives:
-  Voluntary Commitments from Leading AI  Companies to Manage the Risks Posed by AI
-  TTC Joint Roadmap on Evaluation and  Measurement Tools for Trustworthy AI and  Risk Management
-  Congressional AI effort of Sen. Charles E. Schumer, D-N.Y.
-  National Security Commission on AI
-  Bipartisan legislative framework for AI announced by U.S. Sens. Richard Blumenthal, D-Conn., and Josh Hawley, R-Mo.",NO FAKES Act of 2024 [DRAFT],2024.0
